Morning Exercises with the elderlies at Sree Narayana Mission by SG Cares Volunteer Centre at Yishun town,Exercise with the elderlies who are residents in the home!
SG Cares VC @ Toa Payoh - St Luke's ElderCare - Visual Arts #SGCares by SG Cares Volunteer Centre @ Toa Payoh,Facilitate simple ongoing in-house art programme. This role is to support the “Performing Arts” role. Covered shoes. Bermuda is allowed. No short shorts or short skirts that are too revealing. About 5 for each weekday. Open to split groups of volunteers (contribute for a period of time such as 2 to 6 months by different groups but will serve about twice a month).
Families For Life (FFL) program by SG Cares Volunteer Centre at Yishun town,"Families for Life's vision is to inculcate a “Families for Life” mindset and value among Singaporeans, by building strong and resilient families, as that makes for stronger communities and better individual well-being. Volunteer your time and build strong family bonds when you join us as an FFL volunteer leader. Sign up today and we will contact you to share more about the available volunteering opportunities."
Senior Escort for Church by SG Cares Volunteer Centre at Sengkang,"Female senior who is in wheelchair will like to visit the church on Sunday mornings, hopefully once to twice a month."
Kidsville's teacher assistance volunteering program by SG Cares Volunteer Centre at Yishun town,Fetching &/or Assessment book mentor volunteers Suitable for Youth Corps Community Internship
Housekeeping Programme by Sathya Sai Social Service (Singapore),"For seniors, many of whom are living alone and physically challenged, a poorly maintained home poses severe health and safety hazards. Our aim is thus to reduce risk of social isolation through home improvement initiatives and companionship. For more information on Sathya Sai Social Service (4S), visit www.4s.org.sg. Follow Tembusu Eldercare Service on social media. Like us on Facebook (www.facebook.com/4s.tembusueldercare) and follow us on Instagram (www.instagram.com/4s.tembusueldercare)."
Fostering Roadshow by Epworth Community Services,"Fostering is a temporary care arrangement to meet the immediate needs of the child, which includes having a family. Through our roadshow, we hope to raise awareness about fostering to members of the public. We hope to look for people who are ready to open their hearts and homes to these children in need and invite them to join us as foster parents or volunteers. Every child needs a loving home. Join us in our journey to help make a difference in their lives."
Hair Cut Volunteers Needed by Sree Narayana Mission (Singapore),"Founded in 1948, Sree Narayana Mission (Singapore) is one of the nation's leading charitable organizations, operating a range of welfare programmes, serving mainly seniors living in Singapore. SNM (Singapore) is currently looking for volunteers to help out with Haircutting at 394 Race Course Road, SNM Care Centre, once a month"
Volunteer Manicurists Needed by Sree Narayana Mission (Singapore),"Founded in 1948, Sree Narayana Mission (Singapore) is one of the nation's leading charitable organizations, operating a range of welfare programmes, serving mainly seniors living in Singapore. SNM (Singapore) is currently looking for volunteers to help out with Haircutting at 394 Race Course Road, SNM Care Centre, once a month"
Elder Centric Programme Facilitator Volunteers (More Opportunities) by Sree Narayana Mission (Singapore),"Founded in 1948, Sree Narayana Mission (Singapore) is one of the nation's leading charitable organizations, operating a range of welfare programmes, serving mainly seniors living in Singapore. SNM (Singapore) is currently looking for volunteers to help out for a few of our senior centric programmes, happening at 394 Race Course Road, SNM Care Centre, on weekday afternoons."
Elder Centric Programme Facilitator Volunteers by Sree Narayana Mission (Singapore),"Founded in 1948, Sree Narayana Mission (Singapore) is one of the nation's leading charitable organizations, operating a range of welfare programmes, serving mainly seniors living in Singapore. SNM (Singapore) is currently looking for volunteers to help out for a few of our senior centric programmes, happening at 394 Race Course Road, SNM Care Centre, on weekday afternoons."
[TN5] GA!SG 2022 - Percussion Band,"GetActive! Singapore (GASG)returns and continues to offer an extensive line-up of sporting activities and competitions for everyone from 14 July 2022 onwards, right up to National Day. The aim of GASG22 is to unite Singaporeans and residents in the celebration of Singapore's 57th Birthday through Sport.We are looking for suitable Team Nila with the passion and commitment to start our Team Nila percussion band.Join us and be part of the celebration through Sport by volunteering to be part of ourvery own sustainable percussion band now!"
[N5] GA!SG Sport Festivals - North Zone,"GetActive! Singapore, which takes place in the week leading up to National Day, aims to foster a stronger Singapore spirit and promote active lifestyles through sport. It comprises of series of sports festivals, ground-up sports initiatives and competitions to rally Singaporeans to celebrate the National Day through sport, whilst providing a platform to inspire the Singapore spirit and celebrate our national identity"
[E5] GA!SG Sport Festivals - East Zone,"GetActive! Singapore, which takes place in the week leading up to National Day, aims to foster a stronger Singapore spirit and promote active lifestyles through sport. It comprises of series of sports festivals, ground-up sports initiatives and competitions to rally Singaporeans to celebrate the National Day through sport, whilst providing a platform to inspire the Singapore spirit and celebrate our national identity"
[NE5] GA!SG Sport Festivals - Northeast Zone,"GetActive! Singapore, which takes place in the week leading up to National Day, aims to foster a stronger Singapore spirit and promote active lifestyles through sport. It comprises of series of sports festivals, ground-up sports initiatives and competitions to rally Singaporeans to celebrate the National Day through sport, whilst providing a platform to inspire the Singapore spirit and celebrate our national identity"
[C5] GA!SG Sport Festivals - Central Zone,"GetActive! Singapore, which takes place in the week leading up to National Day, aims to foster a stronger Singapore spirit and promote active lifestyles through sport. It comprises of series of sports festivals, ground-up sports initiatives and competitions to rally Singaporeans to celebrate the National Day through sport, whilst providing a platform to inspire the Singapore spirit and celebrate our national identity"
[W5] GA!SG Sport Festivals - West Zone,"GetActive! Singapore, which takes place in the week leading up to National Day, aims to foster a stronger Singapore spirit and promote active lifestyles through sport. It comprises of series of sports festivals, ground-up sports initiatives and competitions to rally Singaporeans to celebrate the National Day through sport, whilst providing a platform to inspire the Singapore spirit and celebrate our national identity"
Hairdresser by SG Cares Volunteer Centre at Sengkang,"Hairdressers will be required to go onto the compound of the home to help people with autism cut their hair. Due to COVID situation, it is more difficult to arrange for residents to go out to cut their hair so we hope to have hairdressers go down to the home or block out their salon for haircutting. This is important to help keep the residents properly groomed to look neat and tidy."
Tuition - Recruiting Volunteer Tutors At HCHF Jurong West Zone B by Happy Children Happy Future,"Happy Children Happy Future (HCHF) is fully managed and run by volunteers. We provide free programmes to underprivileged students from either low-income or single-parent families. We are looking to expand our team of volunteer tutors. If you and/or your friends are interested, please join us! Check out our website: www.hchf.sg Day and time of sessions: Saturdays, 12pm - 1.30pm Saturdays, 1.30pm - 3pm Location: Jurong West Zone B (near Shuqun Primary School)"
Recruiting Volunteer Tutors in Boon Lay by Happy Children Happy Future,"Happy Children Happy Future (HCHF) is fully managed and run by volunteers. We provide free programmes to underprivileged students, from either low-income or single-parent families. We are looking to expand our team of volunteers tutors. If you and/or your friends are interested, please join us! Check out our website: www.hchf.sg Day and Time of Sessions: Tuesday, 7.30pm - 9pm"
Hydroponics Gardening (At least 6 months) by Yishun Community Hospital_4845873,Have knowledge on Hydroponics gardening but no where to start? Or you have wanted to learn more about Hydroponics gardening? Or you have some engineering skills that can help improve the entire Hydroponics system? We want you! We are starting our very own Hydroponics gardening in our hospital's rooftop and we are looking for like-minded individuals who are keen to chip in to offer your volunteer service in this development and expansion. We hope to cultivate enough harvest from this Hydroponics garden to benefit our patients or the community.
Volunteer with HCA Oasis@Outram by SG Cares Volunteer Centre @ Bukit Merah,"HCA Hospice Care is looking for more volunteers to support the day hospice services at Outram Community Hospital. HCA serves patients who have life limiting illnesses such as cancer or organ failure, with a prognosis of one year or less."
Volunteer with HCA Oasis@Outram (Professional/Certified roles) by SG Cares Volunteer Centre @ Bukit Merah,"HCA Hospice Care is looking for more volunteers to support the day hospice services at Outram Community Hospital. HCA serves patients who have life limiting illnesses such as cancer or organ failure, with a prognosis of one year or less."
Healthcare Assistant for seniors from Sree Narayana Mission by SG Cares Volunteer Centre at Yishun town,"Healthcare Assistant Volunteer to assist with showering of seniors, oral feeding of seniors and changing of diapers for seniors. Suitable for Youth Corps Community Internship"
Infographic Designer by HEALTHSERVE LTD,"HealthServe is an IPC registered charity that seeks to meet the needs of the migrant workers in the local community through the provision of medical care, counselling, case work, social assistance, and other support services. Apart from running its round-the-clock Crisis Helpline service, our Mental Health & Counselling Services (MHCS) team also creates awareness / educational materials on mental wellness for the migrant worker population based in Singapore. The team is actively searching for a team of experienced designers who are well-versed with the production of infographic materials. If you are experienced with infographics production and would like to do good using your skills, we look forward to having you be part of HealthServe's family of volunteers!"
Facilitator by HEALTHSERVE LTD,"HealthServe is an IPC registered charity that seeks to meet the needs of the migrant workers in the local community through the provision of medical care, counselling, case work, social assistance, and other support services. Apart from running its round-the-clock Crisis Helpline service, our Mental Health & Counselling Services (MHCS) team also conducts training for the local migrant worker community and for partners. Training covers mainly mental wellness education and can include topics such as Psychological First Aid (PFA) and Peer Support Leader. The team is actively searching for experienced individuals to join their volunteer team of facilitators. If you have relevant experience or are comfortable with public speaking and keen to provide training, do consider joining MHCS as a Facilitator! In adherence to MOH's guidelines, HealthServe will only be able to consider potential volunteers who are fully vaccinated."
Interpreter by HEALTHSERVE LTD,"HealthServe is an IPC registered charity that seeks to meet the needs of the migrant workers in the local community through the provision of medical care, counselling, case work, social assistance, and other support services. When providing any of the above services, HealthServe is frequently in need assistance with interpretation. If you are comfortable interpreting in 1) Bengali, 2) Tamil, 3) Hindi, 4) Mandarin, 5) Burmese, or 6) Thai, do join our family of volunteers!"
Translator by HEALTHSERVE LTD,"HealthServe is an IPC registered charity that seeks to meet the needs of the migrant workers in the local community through the provision of medical care, counselling, case work, social assistance, and other support services. When providing any of the above services, HealthServe is frequently in need of assistance with translation. If you are comfortable translating in 1) Bengali, 2) Tamil, 3) Hindi, 4) Mandarin, 5) Burmese, or 6) Thai, do join our family of volunteers!"
MDAS Go The Dystance Carnival #NDP2022 #DoingGood by Muscular Dystrophy Association (Singapore),"Held in conjunction with World Duchenne Awareness Day and Spinal Muscular Atrophy Month, MDAS leads the arena of Muscular Dystrophy in Singapore by building more awareness around the condition and celebrating the lives of those who strive to live above Muscular Dystrophy. This year, we are working to create a family-friendly carnival that will bring the whole community together to forge inclusive and meaningful connections, therefore going the distance together. We need manpower for the following booths: Wheelchair Simulation Course, Target Boccia, Stories from the Heart Power Goal, Education Exhibition, Carnival Games. We also hope to seek help for photographers and videographer to help us document this significant event."
(Storytelling Sundays) Social and Emotional Learning Through Stories by 32 Pages,"Help children become more emotionally resilient through stories! Join us in our interactive story-based sessions! In these sessions, we'll learn about empathy through design challenges and practice mindfulness with sensory activities. The child(ren) will learn how they can better understand, manage and express themselves through stories and storytelling techniques. More importantly, we hope you can be a part of our journey in co-creating learning spaces with the children!"
Purchase hawker food for the elderlies at Sree Narayana Mission by SG Cares Volunteer Centre at Yishun town,Help the residents at the home fulfill their cravings of hawker food monthly!
Transport Escorts Needed by Thye Hua Kwan Moral Charities Limited,Help the wheelchair-bound elderly take the THKMC transport to attend therapy sessions.
Soup Kitchen Volunteer (July 2022) by Krsna's Free Meals_76278344,"Help to prepare pure vegetarian* meals for the less privileged in Singapore! (*Does not contain onion and garlic) We are flexible with the hours and days, and we welcome volunteers to help out anytime. We will contact you to follow-up your availability and confirm your slot on the schedule. (Please try not to email us!) Please allow three working days for responses and lead time for confirmation of your preferred date and slot."
Translators @ Social Health Growth (Physical/Virtual) by SG Cares Volunteer Centre at Geylang,Help to translate from English to Malay or English to Mandarin when conversing with low-income families & single mothers. May also need to engage them for online learning. (Suitable for Youth Corps Community Internship - please indicate YCCS)
Academic tutoring in Learning Curve Education Program with CampusImpact by SG Cares Volunteer Centre at Yishun town,Helping young people from low-income and disadvantaged families acquire skills and values to become useful citizens for the community and serve as pillars of strength for the nations. Learning Curve Education Programme is a programme that aims to provide students from low income families a safe space with safe adult role models that are able to support them in their academics. #SGCares
YouthHarmony Recruitment - Marketing Associates (Design) by YouthHarmony Ltd.,"Here in YouthHarmony, we seek to provide a platform for youths in Singapore to step up and experience what it is like to apply their skills in a real-world setting and to learn and experiment in a safe environment. We want to allow youths to try out their ideas and strategies and lead other like-minded youths without the risks in the corporate world while allowing them the ability to gain the necessary experience crucial for their growth, development, and future careers in life. YouthHarmony strives to maintain a youth identity that is fostered through organic youth leadership. For Youth, By Youth, With Youth. In joining us as a Marketing Associate, you will be assisting in maintaining YouthHarmony's social media presence and brainstorming for publicity campaigns. Marketing associates are also expected to create the brand elements, content, and assets required by the Publicity and Web Design teams for campaign and website usage. Disciplines of design that will be involved include Brand, Graphic (print & digital), and UI/UX design. Qualifications: - Good copywriting skills - Good communications skills, persuasive - Good time management - Good eye for design - Working knowledge of design software (Adobe Illustrator, Photoshop) - Good project management skills - Prior experience in the fields of the following will be preferred but not required: 1) Graphic Design (Print & Digital) 2) UI/UX Design 3) Brand Design Keen to know more? Join us now!"
YouthHarmony Management Committee Recruitment (Regular) by YouthHarmony Ltd.,"Here in YouthHarmony, we seek to provide a platform for youths in Singapore to step up and experience what it is like to apply their skills in a real-world setting and to learn and experiment in a safe environment. We want to allow youths to try out their ideas and strategies and lead other like-minded youths without the risks in the corporate world while allowing them the ability to gain the necessary experience crucial for their growth, development, and future careers in life. YouthHarmony strives to maintain a youth identity that is fostered through organic youth leadership. For Youth, By Youth, With Youth. In joining us as a management committee member, you will be joining one of our 8 departments and assist in the behind the scenes of a non-profit organisation. With the range of opportunities in YouthHarmony, you will be able to explore your interest and future career options. Keen to know more? Register now to schedule an introductory meeting!"
KidSTART Volunteer Translator (Ad-hoc),"Hi KidSTART Volunteers,We are looking for Volunteer Translators to support our KidSTART family in our engagements with them.Languages: Thai / Vietnamese / BurmeseTiming: Weekdays during office hours / Weekends (depending on families' schedule) Platform:Physical sessions at families' home / Whatsapp or Zoom (from time to time when the need arise)"
[W3] Hua Yi Sport Carnival @ JESC,Hua Yi Secondary School is hosting their Sport Carnival at Jurong East Sport Centre.Jurong East Sport Centre will be supporting in different sport station for the students to take part.Volunteers are needed to make all these possible.
Up Close & Personal - Befriender by Methodist Welfare Services,Identify vulnerable seniors in the community through outreach visits and conduct befriending sessions once a week.
Up Close & Personal - Outreach Volunteer by Methodist Welfare Services,Identify vulnerable seniors in the community through outreach visits: - Conduct door to door knocking to identify frail or vulnerable seniors living within the service cluster of MWS SACs. - Make observations of seniors' physical conditions and report to the centre if assistance or escalation is necessary - Distribute food or essential materials - Hand out brochures and share information on meaningful activities with seniors
RSVP Senior Volunteerism by RSVP Singapore - The Organisation of Senior Volunteers,"If you are 40 years old and above, and are exploring meaningful volunteering opportunities to help the less privileged in our society and make new friends at the same time, we want you! Volunteer training will be provided. Volunteering Opportunities include; 1) Befriending (Enriching Lives of Seniors Programme, Mentoring Programme, Mentally Disadvantaged Outreach Programme and MyBuddy Programme) 2) Senior Guiding (Concierge services such as greeting visitors, offering directions, general information, and assistance at the venues RSVP Singapore serves. Volunteers also conduct guided tours at certain venues.) 3) Training (Train and develop effective volunteers and volunteer team leaders. Help senior bridge the digital divide by developing their IT skills.) 4) Episodic (For those who are new to volunteerism and wish to take part in ad-hoc activities.) For more information, please visit our website at www.rsvp.org.sg."
Train-the-Trainer programme by SG Cares Volunteer Centre at Chua Chu Kang,"If you are a tech-savvy individual with a passion to help your community go digital, volunteer with us! We are looking for ad-hoc volunteers to join our team as trainers and facilitators for our computer classes. There will be training sessions (2 x 3h each) to prepare you to teach or facilitate our upcoming foundation computer course in August this year. Training sessions will be conducted online so you don't have to travel down! We are a team of passionate youths who are working on a community project to close the digital divide between the older and younger generations. Work Live Digital! provides low-income seniors aged 50 and older with free basic computer classes and opportunities to further their skills after completing our classes."
Be Part of Us! by Kaki Bukit CC Youth Executive Committee_4293621,"If you are staying around Kaki Bukit area (Blk 501 to 557, Bedok North), age between 15 and 35, and have a passion to serve.... join us now to be part of our YOUth Network."
Volunteer @ NTUC Health Nursing Home (Chai Chee) by NTUC Health Co-operative Limited_6561254,"If you've been thinking of a meaningful way to give back, or simply looking to make some new friends while doing some good, we welcome you to volunteer your spare hours to help bring a smile to our seniors. Volunteering with us is more than just time and effort spent. It is touching the lives of our seniors, upholding their dignity, and providing a lifeline to those who are most vulnerable."
Volunteer @ NTUC Health Nursing Home (Jurong Spring) by NTUC Health Co-operative Limited_6561254,"If you've been thinking of a meaningful way to give back, or simply looking to make some new friends while doing some good, we welcome you to volunteer your spare hours to help bring a smile to our seniors. Volunteering with us is more than just time and effort spent. It is touching the lives of our seniors, upholding their dignity, and providing a lifeline to those who are most vulnerable."
Volunteer @ NTUC Health Nursing Home (Tampines) by NTUC Health Co-operative Limited_6561254,"If you've been thinking of a meaningful way to give back, or simply looking to make some new friends while doing some good, we welcome you to volunteer your spare hours to help bring a smile to our seniors. Volunteering with us is more than just time and effort spent. It is touching the lives of our seniors, upholding their dignity, and providing a lifeline to those who are most vulnerable."
Volunteers @ NTUC Health Nursing Home (Jurong West) by NTUC Health Co-operative Limited_6561254,"If you've been thinking of a meaningful way to give back, or simply looking to make some new friends while doing some good, we welcome you to volunteer your spare hours to help bring a smile to our seniors. Volunteering with us is more than just time and effort spent. It is touching the lives of our seniors, upholding their dignity, and providing a lifeline to those who are most vulnerable. For more information the different volunteer roles you can take on,please refer to the volunteer position"
Volunteer @ NTUC Health Nursing Home (Geylang East) by NTUC Health Co-operative Limited_6561254,"If you've been thinking of a meaningful way to give back, or simply looking to make some new friends while doing some good, we welcome you to volunteer your spare hours to help bring a smile to our seniors. Volunteering with us is more than just time and effort spent. It is touching the lives of our seniors, upholding their dignity, and providing a lifeline to those who are most vulnerable."
Forbes champ program with youth from PPS @ Yishun 71 by SG Cares Volunteer Centre at Yishun town,Impact youths with Project Pencil Singapore (PPS) @ Yishun 71 through mentoring and tutoring. #SGCares
Night Tuition Program @ Bethel Community Services by SG Cares Volunteer Centre at Geylang,Improve academics of primary school students from low-income families and mentor them through weekly night supplementary classes in English (Tue) and/or Mathematics (Wed). * Guide students in the given lesson plan * Look out for any irregularities from the students * Interact with and befriend the students
Activity Facilitators @ NTUC Health Nursing Home by SG Cares Volunteer Centre at Geylang,"Improve our seniors' cognitive, hand-eye co-ordination & reminiscence abilities; as well as increase social interactions through games, gardening, art & craft, karaoke/singalong and culinary (baking/ cooking)."
ComLink Families Befrienders by SG Cares Volunteer Centre at Chua Chu Kang,"In 2019, MSF has launched the Community Link (ComLink) to provide greater support to families with children living in rental housing. The goal is to empower them to achieve stability, self-reliance, and social mobility. This includes supporting families with the potential towards home ownership. ComLink is a community effort, with the local Social Service Office (SSO) working closely with other government agencies and community partners."
PSLE Mathematics Tutor Needed! by SPD (formerly Society for the Physically Disabled),"In a household with more than 1 person with multiple disabilities, our client is the main caregiver in the family of 7. As an individual with physical disability, she used to work as a food delivery person to provide for her family. As her condition worsen, she is unable to provide the same level of care for her family. We are looking for a volunteer tutor to support our client's niece as she prepare her PSLE this year. However, she has expressed some assistance needed for her mathematics."
[W3] ASG Active Day with Hong Kah North,In collaboration Bukit Gombak Sport Centre and Hong Kah North SMC to host an Active Day for residents and member of the public to participate in sporting activities and fun activities.
[C3] Sporting Wednesday @ MOE Evans (May-Aug),"In collaboration with ActiveSG MOE Evans Team, Team Nila is supporting Sporting Wednesday where residents can register and come to the centre for a night of Active Fun Activities!"
[C3] Queenstown Sporting Friday (May-July),"In collaboration with Queenstown Sport Centre and Queenstown CSC, Team Nila is supporting Sporting Friday where residents can register and come to the centre for a night of Active Fun Activities!"
[TN4] International Lifeguard Appreciation Day,"In conjunction with International Lifeguard Appreciation Day that falls on 31 July 2022, our Sport Centres have curated activities for members of public and pool users to show their appreciation to all lifeguards for their vigilant surveillance and pool rescues at the respective Swimming Complex."
[TN4] World Drowning Prevention Day,"In conjunction with World Drowning Prevention Day happening on 25 July 2022, a pool parade will be featured at the respective swimming complex to educate on water safety and sports safety training programmes."
Void Deck Technology Labs @ Nayang by Infocomm Media Development Authority,"In support of the Digital for Life movement, BYTE.sg developed the Void Deck Technology Labs to provide technology enrichment programmes to low-income children aged 7-12 years old. Join as a coach to equip these children with key science, technology and digital skills!"
Tech Do Good Laptop Access Program by Infocomm Media Development Authority,"In support of the Digital for Life movement, Tech Do Good is a ground-up initiative that provides digital access to the vulnerable groups in Singapore. Volunteers are needed to assist in refurbishing laptops donated by the public. There will be a team of tech experts that volunteers can learn from. One doesn't have to be a IT expert to volunteer, just bring your enthusiasm along for this event."
Volunteer for BlockWalk in July! #NDP2022 #DoingGood #22DaysNature by Habitat For Humanity Singapore Ltd,"In the spirit of National Day, let's keep our shared community spaces clean as one Singapore! Grab your friends, family, neighbours (in no more than groups of 10 max) and join us as we set an example to others by picking up litter at our own neighbourhoods. Connect with like-minded volunteers from all over the island as we make a collective impact. See you over Zoom! Unsure of how this works? Please refer to the FAQ section @ http://bit.ly/blockwalk-faq No participation fee /age restriction"
Planning and facilitating programs for seniors at Anglican Care Centre (Yishun) by SG Cares Volunteer Centre at Yishun town,"In the year 2021, we are focusing on wellness for the clients. There are two aspects that we are looking into - co-creation and co-produce. For co-creation, the volunteers will work with the clients to create a new project or activity which focuses on wellness. For co-produce, the volunteers will work with the clients to produce new results through the existing programme. Suitable for Youth Corps Internship Scheme. Suitable for Youth Corps Community Internship"
WE NEED YOU! Be an SOS text messaging volunteer by Samaritans of Singapore,"In view of the need for a private space for the distressed to reach out for support, SOS recently launch the SOS Care Text, a text-based service that provides emotional support for those in distress via Facebook Messenger. SOS receives about 500 chats a month. SOS is the only NGO that focuses on suicide prevention and crisis intervention. We hence need more volunteers to lend a listening ear to the distressed."
Weekly Befriending to Seniors - Visits / Calls by SG Cares Volunteer Centre @ Serangoon,"Isolated seniors due to frailty or medical conditions will benefit from befriending. Social interaction and meaningful relationship can help alleviate their mood and positivity, and bring about social, mental and cognitive well-being. If you want to bring joy to the seniors and gain fulfillment through volunteering, do contact us. #SGCares"
[NE2] Active Recess @ Xin Min Pri Sch (Hougang),"Join Hougang Sport Centre’s Sport Champions for Active Recess at Xin Min Pri Sch!Activities to be conducted include introduction of sports such as basketball, functional movement drills, frisbee, badminton and more.Every Tuesday and Friday Morning. Regular volunteers are preferred."
"Voices of Singapore Rehearsals, Concerts & Events (Ad-hoc) by Venture Music Asia Ltd.","Join our Volunteer Team for rehearsals, concerts and events organised by Voices of Singapore! The Volunteer Team is essential in the smooth management of rehearsals, and any performance with a live audience. Voices of Singapore has organised concerts held in CHIJMES Hall, Capitol Theatre, Esplanade - Theatres on the Bay, Victoria Concert Hall and the Pasir Panjang Power Station. Roles will be tailored to each unique rehearsal, activity or event, and may include SafeEntry duties, attendance checks ticketing, ushering and traffic marshalling. Sign up to be on our volunteer list, and we'll be in touch when an opportunity arises. *Do note that volunteers are required to be fully vaccinated, exempted or recovered from COVID-19 within the past 180 days to be involved in rehearsals and live performances, in line with the National Arts Council's Safe Management Measures."
Senior Tele-Befrienders by Filos Community Services,Join us as a Senior Tele-Befriender to engage and befriend isolated seniors in the community to share hope and happiness with them! Suitable for volunteers who are unable to volunteer onsite.
[E3] Sport Centre Operations @ Bedok (June 2022),Join us at Bedok ActiveSG Sport Centre to support their daily operations.Roles & ResponsibilitiesYou will be assisting the centre in the followings:(1) Handling of general enquiries by ActiveSG members/patrons(2) Issuing of entry tags(3) Assisting in ensuring safe entry(4) Any other duties that are assignedRelevant trainings & guidance will be provided prior to deployment.
"Volunteer Recruitment Talk (Volunteering with Children, Youth and Families) by Filos Community Services","Join us at our Volunteer Recruitment Talk* to find out more about how you can volunteer with families, children and youth and make an impact in their lives. We will also share on the volunteering opportunities available. Whether you are new to volunteering or an experienced volunteer, you are welcome to join us! *If interested, please sign up here to be informed of the session details closer to the date."
Volunteer Recruitment Talk (Volunteering with Seniors) by Filos Community Services,"Join us at our Volunteer Recruitment Talk* to find out more about how you can volunteer with seniors and make an impact in their lives. We will also share on the volunteering opportunities available. Whether you are new to volunteering or an experienced volunteer, you are welcome to join us! *If interested, please sign up here to be informed of the session details closer to the date."
[N4] Project Kind @ Yishun (Oct 2021 - Dec 2022),"Join us for a morning walkabout in collaboration with Sportcares and Nee Soon GRC to engage seniors and families living in Nee Soon (Yishun).During this session, we will be engaging residents in conversations to find out more about them and their interest in sports participation and encourage them to participate in sports activities near their home."
Needs Assessment @ Yishun Town,Join us in understanding the needs and concerns of families with young children living in rental housing to help them progress in their life circumstances through administering a Needs Assessment survey! Surveys will be done either in person or online and training will be provided.This is a Youth Corps Singapore community service opportunity.
Needs Assessment @ Choa Chu Kang,Join us in understanding the needs and concerns of families with young children living in rental housing to help them progress in their life circumstances through administering a Needs Assessment survey! Surveys will be done either in person or online and training will be provided.This is a Youth Corps Singapore community service opportunity.
Active Ageing Engagement and Outreach for Seniors #NDP2022 #DoingGood #22DaysPeople by Bartley Community Care Services,"Join us to Care and Engage our vulnerable Seniors through regular Digital Active Ageing Programme. Main Activities: Simple Body Stretching and Exercises with Seniors to improve strength and activity level, Playing Tablet Games to improve Cognitive Alertness, Befriending and Engaging Seniors in Conversations Frequency/hours: Thursday Mornings 10am to12pm or Saturday Afternoons 2pm to 4pm Volunteer with us if you are able to commit 6 months or longer term. Participate in our programme once or twice a month."
Outreach to Disadvantaged Children #NDP2022 #DoingGood #22DaysPeople by Bartley Community Care Services,"Join us to engage vulnerable Children from disadvantaged family backgrounds. Volunteer in our KidZone Programme to help reach out and empower children from Primary levels. We are looking for Empathetic and Affirming Volunteers to engage our beneficiaries through organising outdoor or indoor games, playing table games, communicating values, befriending and engaging them in conversations to find out about them or teach them how to play the guitar, keyboard or percussion instruments (if musically trained). Volunteer with us if you are able to commit 6 months or longer term. Participate in our programme 2 to 4 times a month. Frequency/hours: Weekday Afternoons 2pm to 4pm"
Help equip senior church members with essential digital skills (Cybersecurity & Singpass) by Infocomm Media Development Authority,"Join us to Play a Part in the Digital for Life movement, in our engagement at Covenant Community Methodist Church (CCMC)! A talk would be held at CCMC to equip senior church members with Cybersecurity tips and Singpass mobile app. After the talk, our Digital Ambassadors would roam around the audience group to provide assistance and guidance. Be at the event to assist in small-group or 1-to-1 teaching, registration or other event-related activities. Gain useful real-life work experience in events management and coaching! Please register your interest here: https://go.gov.sg/dflndp22days Upon registering for the volunteering activity via the link above, an SG Digital Office staff will contact you on your registration. SG Digital Office will confirm your registration and inform you via a follow-up email."
Enrich seniors@Bukit Panjang: Teach seniors smartphone features and useful apps by Infocomm Media Development Authority,"Join us to Play a Part in the Digital for Life movement, to teach seniors 1-to-1 on basic smartphone features and useful apps. After which, you may volunteer at any of our digital hubs or digital events to support our community outreach. Volunteer to make a difference! Please register your interest here: https://go.gov.sg/dflndp22days Upon registering for the volunteering activity via the link above, an SG Digital Office staff will contact you on your registration. SG Digital Office will confirm your registration and inform you via a follow-up email."
Volunteer Tutor for Student Care Centre (Chinese/Math) by Bethesda CARE Centre,Joy Connection is a Student Care Centre that provides after-school care services in a secure and nurturing environment. *Joy Connection is administered by Bethesda Care Centre.
Class Support Volunteer #NDP2022 #DoingGood #22DaysPeople by SG Cares Volunteer Centre at Bedok,"Key objectives: - Assist teacher in the preparation and management of learning and leisure activities in class - Assist during community outings or during CCAs as an extra pair of hands - Ensure safety of clients, help them hone relevant skills, and encourage socialisation School: clients are 7Y.O. - 18Y.O. Day Activity Centre: clients are 19+"
KidsCount@Bedok- Semester 2 (2022) [YCLP],"KidsCount@Bedok is a numeracy programme for lower primary children living in rental flats who are struggling with Mathematics in school. Our programme aims to close the competency gap in mathematics, increase the joy of learning, and increase the sense of confidence in the children through fun and engaging activities with peers. Thisopportunityis a youth-led initiative by the aspirants in the Youth Corps LeadersProgramme."
KidsLearn @ Bedok,KidsLearn is a literacy programme that aims to promote fun and learning for children aged 5 to 6 through the interactive Khan Academy Kids platform.Join us to spend your time meaningfully as you engage with the children through Khan Academy Kids!
KidsLearn @ Tampines,KidsLearn is a literacy programme that aims to promote fun and learning for children aged 5 to 6 through the interactive Khan Academy Kids platform.Join us to spend your time meaningfully as you engage with the children through Khan Academy Kids!
KelasMateMatika(KMM) 2022 - Facilitators,"KMM@CC is targeted at parents with preschool children aged 4 to 6 years old, to help them into the study of Mathematics. The activities conducted throughout the lesson aim to empower parents with Mediation Learning Experience (MLE) skills so that they are more confident to teach their children in learning the basic numeracy concepts.As volunteer facilitators, you will conduct 2h online KMM@CC sessions (EKMM) with both parents and children for 4 consecutive weekends. You will be provided with necessary trainings and job shadowing to better prepare you for the role.Join us as we work together to provide an educational and enjoyable programme in the study of Mathematics!"
